-0.06212	0
-0.060475	0.0005
-0.073305	0.001
-0.083174	0.0015
-0.071989	0.002
-0.044355	0.0025
-0.014419	0.003
0.0082805	0.0035
0.051376	0.004
0.12441	        0.0045
0.18823 	0.005
0.21784 	0.0055
0.22705 	0.006
0.21488 	0.0065
0.17803	        0.007
0.12572 	0.0075
0.077694	0.008
0.034269	0.0085
-0.012116	0.009
-0.062778	0.0095
-0.10883	0.01
-0.14436	0.0105
-0.1664 	0.011
-0.16936	0.0115
-0.16081	0.012
-0.14798	0.0125
-0.14601	0.013
-0.14338	0.0135
-0.11903	0.014
-0.090411	0.0145
-0.076265	0.015
-0.061791	0.0155
-0.041394	0.016
-0.016721	0.0165
-0.00027255	0.017
0.015847	0.0175
0.041836	0.018
0.062561	0.0185
0.069798	0.019
0.071114	0.0195
0.06618 	0.02
0.05335 	0.0205
0.046112	0.021
0.040849	0.0215
0.013873	0.022
-0.01705	0.0225
-0.043368	0.023
-0.066067	0.0235
-0.070015	0.024
-0.057185	0.0245
-0.031525	0.025
-0.0025755	0.0255
0.017492	0.026
0.026703	0.0265
0.02769 	0.027
0.026374	0.0275
0.025716	0.028
0.019136	0.0285
0.013215	0.029
0.010254	0.0295
0.00071445	0.03
-0.0042205	0.0305
0.00038545	0.031
0.013544	0.0315
0.015518	0.032
0.0046625	0.0325
0.0089385	0.033
0.029993	0.0335
0.041836	0.034
0.047428	0.0345
0.061574	0.035
0.06289	        0.0355
0.056968	0.036
0.065851	0.0365
0.06289 	0.037
0.041836	0.0375
0.031308	0.038
0.035585	0.0385
0.067824	0.039
0.1379  	0.0395
0.1675   	0.04
0.13132 	0.0405
0.10434 	0.041
0.11355 	0.0415
0.12178 	0.042
0.10533 	0.0425
0.073088	0.043
0.016176	0.0435
-0.059159	0.044
-0.10916	0.0445
-0.11541	0.045
-0.10028	0.0455
-0.090082	0.046
-0.099622	0.0465
-0.11837	0.047
-0.11245	0.0475
-0.080871	0.048
-0.053895	0.0485
-0.036131	0.049
-0.021985	0.0495
-0.013103	0.05
-0.015406	0.0505
-0.028893	0.051
-0.051922	0.0515
-0.075608	0.052
-0.087779	0.0525
-0.093043	0.053
-0.095346	0.0535
-0.095675	0.054
-0.086793	0.0545
-0.069357	0.055
-0.050935	0.0555
-0.041394	0.056
-0.024288	0.0565
-0.00060155	0.057
0.013215	0.0575
0.015847	0.058
0.012886	0.0585
0.016505	0.059
0.025716	0.0595
0.021768	0.06
-0.0012595	0.0605
